Age,work-class,Edu-no,Occupation,Family,Race,Gender,hours/week,salary
54,2,10,11,1,1,0,45,1
33,1,15,6,1,1,1,40,1
46,2,9,5,0,1,1,40,0
45,2,14,5,1,1,0,40,0
27,2,12,5,0,1,0,40,0
49,2,14,4,1,1,0,50,1
51,2,9,4,0,1,0,45,0
27,2,9,7,1,1,0,40,0
36,2,9,8,1,1,0,40,0
59,2,13,6,1,1,0,40,1
24,2,10,4,1,1,1,15,0
66, ?,11, ?,0,1,1,40,0
31,2,9,2,1,1,1,38,0
35,1,16,6,0,3,1,60,1
34,2,13,2,1,2,1,50,1
50,2,10,13,1,0,0,70,1
43,0,9,4,1,1,0,50,0
21,2,5,1,1,1,0,30,0
33,2,5,2,0,1,0,45,0
48,2,10,9,0,1,1,38,0
22,2,9,12,1,1,1,36,0
29,2,14,5,1,2,0,40,0
42,0,11,6,1,1,0,40,0
28,0,9,1,1,1,0,50,0
36,2,9,6,0,1,1,38,0
66,1,9,2,0,1,1,25,0
44,2,13,6,1,1,1,20,0
45,1,10,9,0,0,1,40,0
49,2,9,2,1,0,1,40,0
36,2,13,6,0,1,1,45,0
48,2,7,7,1,1,0,60,0
19,2,9,11,1,1,0,40,0
36,2,13,9,1,1,0,40,1
41,2,14,5,1,1,0,45,1
32,2,10,4,1,1,0,50,0
49,2,9,1,1,1,0,40,1
51,0,9,5,1,1,1,40,0
20,2,10,2,1,1,1,29,0
39,2,13,9,1,1,1,40,0
38,2,9,0,1,1,0,40,1
19,2,10,2,1,1,1,25,0
29,1,13,7,1,1,0,40,0
52,0,9,4,1,2,0,40,1
22,2,11,1,0,1,0,44,0
44,0,10,5,1,1,0,80,0
43,2,9,1,0,1,0,40,0
41,1,10,11,1,1,0,40,0
63, ?,9, ?,1,1,0,40,0
40,2,11,4,0,0,0,44,0
40,2,13,5,0,1,0,30,0
18,2,7,4,1,1,1,15,0
57,0,15,6,1,2,0,50,1
54,1,13,5,1,2,0,40,1
44,2,13,6,0,1,1,40,0
20,2,10,4,0,1,0,30,0
40,2,10,2,1,1,1,40,0
29,2,10,11,0,1,0,40,0
22,2,13,9,0,1,0,40,0
44,2,14,5,1,1,0,40,1
45,2,10,4,1,1,0,45,0
52,2,13,6,1,1,0,40,1
57,2,9,8,0,1,0,40,0
51,1,9,13,0,1,0,40,0
23,2,13,4,1,0,0,10,0
22,2,11,2,1,1,0,44,0
37,2,10,5,0,1,1,40,1
58,1,9,9,0,0,1,40,0
61,2,6,10,0,1,0,20,0
30,2,14,6,0,1,1,45,0
23,2,10,9,1,1,1,40,0
30,2,6,2,0,3,0,40,0
18,2,9,2,1,1,0,25,0
34,2,10,2,1,1,1,12,0
23,2,9,7,1,0,0,40,0
23,2,10,12,1,1,1,10,0
57,2,13,4,1,1,0,55,1
58,2,9,5,1,1,0,45,1
59,0,9,11,1,1,0,40,1
27,2,13,9,0,1,0,40,0
50,2,13,10,1,1,0,45,1
44,1,14,6,0,1,1,16,0
25,2,13,0,1,1,1,40,0
33,2,9,2,0,1,1,30,0
22,2,10,2,1,1,0,35,0
21,2,10,1,1,1,0,30,0
44,2,7,6,1,1,1,36,1
50,2,10,4,1,2,0,50,1
44,2,9,11,1,1,0,45,0
53, ?,9, ?,1,1,0,40,1
41,2,13,5,1,1,0,50,1
54,1,10,9,0,1,1,40,0
60,0,4,10,1,1,0,40,0
58,2,14,6,0,1,0,20,0
27,2,10,0,1,1,0,40,0
43,2,9,9,0,1,1,60,0
33,1,12,7,1,1,0,40,0
24,2,10,11,1,1,0,65,0
41,2,9,11,0,1,0,40,0
21,2,9,1,1,1,0,40,0
39,2,10,1,1,2,0,40,0
27,0,13,5,1,1,1,40,0
50,2,9,11,1,1,0,40,0
20,2,9,7,1,1,0,40,0
46,1,13,5,1,1,0,40,1
49,2,7,11,1,1,0,40,0
35,1,13,5,1,1,1,35,1
56,0,10,2,1,1,0,45,1
41,1,14,6,0,1,0,40,0
41,0,10,1,0,1,0,50,0
42,2,9,1,1,1,0,40,0
58,1,4,1,1,1,0,40,0
43,2,10,9,1,1,0,40,0
25,2,9,2,0,1,1,40,0
57,2,9,9,0,1,1,42,0
49,2,4,8,0,1,1,40,0
23,2,10,7,1,1,0,40,0
59,2,9,1,1,1,0,40,0
50,2,10,11,1,1,0,70,1
33,2,13,6,0,1,1,45,0
52,2,14,0,1,1,0,45,0
37,0,9,1,1,1,0,40,1
30,0,9,9,0,1,1,40,0
39,0,9,1,0,1,0,60,0
54,1,10,1,0,1,0,42,0
52,2,9,4,1,1,0,45,1
22,1,9,13,0,1,0,56,0
19, ?,10, ?,1,1,0,25,0
65,2,9,4,1,1,0,10,1
32,2,13,9,0,1,0,40,0
25,2,4,8,0,1,0,40,0
34,2,10,1,0,1,0,40,0
47,2,11,2,0,1,1,55,0
24,2,9,10,1,1,0,98,0
63,1,16,5,0,1,1,60,1
48,2,3,12,0,1,1,35,0
26,2,9,4,0,1,1,50,0
28,2,10,8,0,1,0,40,0
23,2,9,2,1,0,0,12,0
57,0,15,6,1,2,0,50,1
64,1,13,0,0,1,0,40,0
28,2,13,5,1,1,0,50,1
28,2,4,4,1,1,0,40,0
34,2,10,8,1,1,0,40,0
38,0,7,5,1,1,0,45,1
44,2,12,10,1,1,0,60,1
34,2,11,6,0,1,1,20,0
18,2,9,1,1,1,0,25,0
36,2,8,1,1,4,0,40,0
73,0,9,10,1,2,0,40,0
24,2,9,2,1,1,0,40,0
29,1,13,5,1,0,0,40,1
33,2,10,6,1,1,0,40,0
57,1,9,9,1,0,1,35,0
41,2,11,1,0,1,1,40,0
55,2,6,11,0,0,1,35,0
21,2,6,1,1,1,0,40,0
36,0,14,6,1,1,0,45,1
26,2,10,6,0,4,0,50,0
32, ?,13, ?,1,1,1,20,1
40,2,10,0,0,1,1,40,0
32,2,9,1,1,1,0,40,0
21,2,10,2,1,1,1,40,0
59,1,10,5,1,1,0,40,0
29,2,9,4,0,0,1,40,0
29,0,10,8,0,1,0,48,0
59,0,14,5,1,1,0,80,1
58,2,9,11,1,1,0,40,1
47,2,9,8,1,1,0,45,0
44,2,9,9,0,1,1,45,0
31,2,9,2,1,1,0,40,0
42,0,9,1,1,1,0,35,0
19,2,9,2,1,1,0,25,0
66,2,9,4,1,1,0,50,0
41,2,9,8,1,1,0,45,0
22,2,10,4,1,1,1,30,0
31,2,9,4,1,1,1,30,0
30,2,13,4,0,1,0,40,0
36,0,9,2,0,1,1,16,0
75, ?,16, ?,0,1,0,40,0
41,1,12,6,0,2,1,36,0
19,2,10,7,1,1,0,20,0
60,2,9,2,1,1,0,40,0
24,2,7,11,1,1,0,40,0
25,2,7,8,1,1,0,40,0
52,2,10,5,0,1,1,50,0
30,2,13,5,0,1,1,45,0
37,2,9,1,1,1,0,40,1
55,0,16,5,0,1,1,30,0
20,2,10,9,1,0,1,24,0
32,2,4,12,0,1,1,15,0
18,2,9,2,1,1,0,35,0
24,2,10,1,1,1,0,40,0
33,1,10,13,1,1,0,45,0
76, ?,10, ?,0,1,1,40,0
57,1,14,13,1,1,0,14,1
53,2,14,6,0,1,1,38,0
19,2,9,4,0,1,1,40,0
50,1,15,6,1,1,0,40,1
27,2,13,5,0,1,0,50,0
40,2,11,1,0,1,1,60,0
26, ?,6, ?,0,1,0,40,0
47,0,9,4,1,1,0,55,0
39,1,11,6,1,1,0,50,0
49,1,10,9,1,1,0,40,0
28,0,10,6,1,1,0,7,0
33, ?,10, ?,1,0,1,30,0
50,2,13,5,1,1,0,40,1
28,2,7,11,1,1,0,50,0
30,2,9,4,1,1,0,40,0
47,2,14,5,1,1,0,50,1
39,2,13,6,1,1,0,40,1
37,2,9,4,1,1,0,50,0
50,2,9,4,1,1,0,80,0
37,2,6,8,1,1,0,40,0
26,2,9,8,1,1,0,40,1
55,2,11,1,1,1,0,40,1
46,2,13,6,1,1,0,40,1
32,2,9,4,1,1,0,60,0
26,2,13,1,0,1,0,45,1
32,2,9,11,1,1,0,40,1
43,2,10,7,1,2,1,40,0
19,2,9,1,0,1,1,40,0
38,2,9,2,0,1,1,75,0
38,2,3,4,1,1,0,40,0
65,2,11,9,1,1,1,40,0
70,0,10,5,1,1,0,40,1
48, ?,9, ?,0,1,1,25,0
44,2,13,8,0,0,1,7,0
32,2,10,4,0,1,0,50,0
30,1,9,13,1,0,1,40,0
49,1,12,9,1,1,0,60,1
23,2,9,9,1,0,1,40,0
25,2,10,7,1,1,0,16,0
19,2,10,9,1,1,1,15,0
27,2,11,1,0,1,0,40,0
43,1,9,11,0,1,0,60,0
38,2,9,1,1,1,0,50,0
42,2,14,6,1,1,0,60,0
33,1,13,9,1,1,0,38,0
30,2,13,5,1,1,0,40,1
29,2,13,0,0,1,0,40,0
30,2,7,1,1,1,0,40,0
26,2,9,0,1,1,0,40,0
43,2,13,6,1,1,0,40,1
30,2,9,2,1,1,1,45,0
38,2,10,11,1,1,0,40,1
48,2,14,5,1,1,0,40,1
57,2,13,4,1,1,0,55,1
30,2,9,4,1,1,1,30,0
42,1,14,5,0,0,0,45,1
31,0,9,5,1,1,0,70,0
32,2,10,1,0,1,0,40,0
28,2,13,5,1,1,0,40,0
63,2,9,7,1,1,0,40,0
32,2,9,11,1,1,0,40,0
20,2,10,7,1,1,0,12,0
51,0,14,6,1,1,1,30,1
36,2,13,2,0,1,0,20,0
24,2,10,4,1,3,0,40,0
41,1,11,9,0,1,1,44,0
21,2,9,8,1,1,0,40,0
27,2,10,1,0,2,0,45,0
17,2,5,2,1,0,0,35,0
45,2,2,2,1,1,1,40,0
39,1,9,9,0,1,1,35,0
21,2,10,6,1,3,1,4,0
29,2,13,6,0,1,0,45,1
39,2,14,4,0,1,0,45,1
42,2,9,11,1,0,0,40,0
22,2,3,1,1,1,0,40,0
21, ?,10, ?,1,1,1,40,0
59,2,9,9,0,1,1,40,0
40,2,14,5,1,1,0,65,1
45,2,10,2,0,1,1,40,0
35,2,9,5,0,1,0,50,0
58,2,9,10,1,1,0,20,0
45,2,10,1,1,1,0,40,1
29,2,9,8,1,3,0,45,0
21,2,7,1,1,1,0,45,0
51,2,9,0,1,1,0,40,0
34,1,10,2,1,1,1,40,0
40,2,13,9,0,1,1,35,0
45,2,7,9,0,1,1,16,0
38,0,6,4,1,1,0,40,1
22,2,13,9,1,1,1,40,0
37,2,5,2,1,1,0,40,0
62,2,6,2,0,1,1,40,0
32,1,13,5,0,1,1,60,0
36,2,13,6,1,1,1,4,1
43,2,9,1,0,1,0,40,0
37,2,9,11,1,1,0,40,0
33, ?,13, ?,1,2,1,40,0
28,2,9,11,0,1,0,55,0
49, ?,10, ?,0,1,1,28,0
47,1,9,2,1,1,1,7,1
59,2,9,9,0,1,1,40,0
35,2,9,8,1,1,0,40,0
35,2,13,4,1,1,0,40,0
29,0,13,6,1,1,0,40,0
57,2,12,6,0,0,1,40,0
41,2,13,5,1,1,0,60,1
37,2,14,6,1,1,0,45,1
20,1,10,10,1,1,0,40,0
44,2,9,4,1,1,0,60,0
20,1,9,9,0,1,1,30,0
38,0,13,9,1,1,1,28,1
23,2,9,9,1,1,0,40,0
24,2,9,4,1,1,1,36,0
46,2,13,4,1,1,0,40,1
32,1,9,11,1,1,0,40,0
21,0,9,1,1,1,0,40,0
32,2,10,4,1,1,0,40,0
41,2,10,4,1,1,0,45,0
51,2,9,8,1,1,0,40,0
69,0,4,10,1,1,0,10,0
39,0,9,1,1,1,0,50,1
43,2,10,1,0,1,0,40,0
51,1,13,10,1,1,0,40,1
43,2,9,2,0,1,0,40,0
35,0,7,5,0,1,1,84,0
32,2,9,1,1,1,0,40,0
25,2,13,6,1,1,1,21,0
64,2,10,4,0,1,1,40,0
28,2,13,5,1,1,1,40,0
44,2,2,13,1,1,0,40,0
40,2,13,0,1,1,0,40,1
21,2,10,7,1,2,0,40,0
23,2,9,1,0,1,0,40,0
23,2,10,2,0,1,1,20,0
19,2,9,2,1,0,0,40,0
61,2,10,0,1,1,0,25,0
47,0,4,1,0,4,0,40,0
39,2,6,7,1,1,0,45,0
51,2,9,9,1,1,1,40,1
25,2,6,5,1,1,0,40,0
33,2,9,4,1,1,0,45,0
34,1,10,9,0,1,1,38,0
54,0,10,4,1,1,0,50,0
24,2,13,0,1,1,1,40,0
28,2,9,8,1,4,0,50,0
33,2,10,4,1,1,0,44,0
63, ?,9, ?,1,1,0,14,0
31,2,9,11,1,1,0,60,1
70,0,9,5,1,1,0,16,0
43,2,9,8,1,1,1,40,0
36,2,10,9,1,1,1,12,1
50,1,7,1,0,1,0,40,0
21,2,10,2,0,0,1,30,0
31,2,10,0,0,0,1,40,0
19, ?,10, ?,1,1,1,30,0
39,2,10,9,0,1,1,35,0
29,2,4,2,1,1,1,40,0
39,2,10,7,0,1,0,40,0
17,2,4,10,1,4,0,40,0
46,2,10,4,0,1,1,40,0
62,2,9,1,1,1,0,40,0
32,2,6,2,0,0,1,23,0
28,2,9,2,1,0,1,40,0
19,2,10,4,1,0,1,40,0
61,1,16,5,1,1,0,40,0
18,2,10,4,1,1,0,25,0
39,0,15,6,1,1,0,50,1
24,1,13,13,1,1,0,45,0
38,2,10,1,1,1,0,41,0
38,2,14,6,1,0,0,40,1
17,2,6,4,1,1,0,20,0
28,2,9,1,1,1,0,40,0
52,2,9,4,1,1,0,8,0
61,2,15,6,1,1,0,20,1
69,2,3,8,1,1,0,40,0
19,2,9,4,1,1,1,25,0
26,2,10,9,1,1,0,40,1
34,0,10,5,1,1,0,40,1
70,2,5,8,1,1,1,40,0
21,2,9,9,0,1,1,25,0
43,2,9,1,1,1,0,44,0
52,2,9,1,1,1,0,40,0
59,2,9,1,1,1,0,40,1
21,2,11,9,1,1,1,40,0
53,0,14,5,1,1,0,40,1
55,1,10,13,1,1,0,40,1
46,0,14,4,0,1,0,60,1
36,2,9,9,0,1,1,37,0
39,2,9,7,1,1,0,48,0
78, ?,13, ?,1,1,0,3,0
30,2,9,6,1,1,1,30,0
22,2,10,4,1,1,1,16,0
43,2,13,5,1,1,0,40,1
36,2,9,8,0,1,0,56,0
36,2,13,1,1,1,0,40,1
50,2,9,1,0,1,1,40,0
27,1,13,13,0,1,1,35,0
46,1,9,9,1,1,0,40,1
24,2,13,6,1,1,0,20,0
41,2,9,1,0,1,0,40,0
68,2,9,9,1,1,0,24,0
38,1,10,5,1,1,0,40,0
47,2,9,4,1,1,0,40,1
41,2,10,2,0,0,0,20,0
31,0,16,6,1,1,1,48,0
29,2,10,1,1,1,0,42,0
26,2,9,7,1,1,1,40,0
51,2,10,8,0,1,1,36,0
26,1,13,0,0,4,0,60,0
27,1,13,6,0,1,1,60,0
36,2,9,0,1,1,0,50,0
28,1,13,6,0,1,1,40,0
53,2,13,0,0,1,1,40,0
40,1,13,6,0,1,0,40,0
38,2,9,2,0,1,1,20,0
21, ?,4, ?,1,1,0,40,0
53,2,6,2,1,1,0,34,0
34,1,9,1,1,1,0,40,0
43,2,9,11,0,1,0,60,0
64,2,6,9,1,1,0,40,0
21,2,10,9,1,1,1,40,0
25, ?,13, ?,0,1,0,13,0
38,1,15,6,0,2,1,57,1
47,1,14,13,0,0,0,50,1
48,2,16,6,1,2,0,40,1
57,2,9,11,1,1,0,50,0
37,2,13,9,0,1,1,35,0
37,2,7,10,0,1,0,40,0
51,0,9,10,1,1,0,55,1
32,2,12,9,0,1,1,40,0
49,2,9,8,1,1,0,40,0
52,2,9,4,1,1,0,14,0
64,1,12,5,1,1,0,45,1
46,2,9,9,0,1,1,45,0
24,1,10,6,1,1,0,40,0
39,2,13,5,1,1,0,45,1
23,2,9,8,1,1,1,40,0
30,2,10,1,0,1,0,44,0
34,2,14,6,1,1,1,60,1
30,2,10,9,1,1,0,40,0
25,2,13,4,0,0,1,40,0
58,1,13,6,1,0,0,40,0
32,2,10,9,1,1,0,50,0
37,2,9,2,0,0,1,25,0
35,2,9,2,0,0,1,40,0
18,2,3,7,1,1,0,30,0
46,2,13,6,0,1,1,40,0
71,2,13,1,0,1,0,45,1
44,2,6,9,0,1,1,40,0
45,2,6,4,0,1,1,40,0
40,2,8,6,1,1,0,40,1
38,2,13,6,1,1,0,50,1
52,2,9,8,1,2,1,40,0
47,2,9,1,1,1,0,40,0
49,2,13,0,0,1,1,35,0
59,1,9,4,1,1,0,40,0
22,2,11,9,1,1,1,37,0
44,1,10,5,1,1,0,40,1
76,2,13,6,0,1,1,20,0
50,1,6,2,0,1,0,40,0
33,1,10,13,1,1,0,40,0
43,2,9,1,1,1,0,48,1
27,2,9,9,1,1,1,40,1
37,0,9,1,1,1,0,40,0
40,2,7,11,1,1,0,55,0
49,0,10,5,0,3,1,40,0
48,0,10,1,0,1,0,45,0
49,2,9,6,0,1,1,40,0
22,2,10,0,1,1,0,40,0
42,2,9,5,0,1,1,40,0
36,2,10,6,0,1,1,40,0
57, ?,10, ?,1,1,0,50,0
30,1,9,2,0,0,1,40,0
40,1,9,1,1,3,0,40,0
42,2,9,8,1,1,0,45,0
56,2,9,8,1,1,0,40,1
55,2,10,6,0,1,1,40,0
25,2,9,2,1,1,0,40,0
52, ?,9, ?,1,1,0,40,0
33,2,10,9,0,2,1,35,0
55,2,9,4,1,1,0,40,0
47,2,13,4,1,1,0,60,1
23,2,12,4,1,1,1,65,0
55,0,13,4,0,1,1,50,0
43,2,9,5,0,1,1,50,0
31,2,11,4,1,1,0,50,0
62,1,12,6,0,1,1,40,0
42,1,9,9,1,1,0,8,0
38,0,9,1,1,1,0,40,1
29,2,9,0,0,1,0,42,0
26,2,10,2,0,1,0,60,0
26,2,9,9,1,1,1,52,1
37,0,9,10,1,1,0,72,0
79,0,8,4,0,1,0,45,1
61,2,4,2,0,1,0,48,0
28,0,4,2,1,1,1,99,0
60,0,13,5,1,1,0,60,1
51,0,9,13,0,1,0,81,0
34,2,9,1,1,1,0,43,1
35,2,9,8,1,1,0,40,0
27,1,6,1,1,1,0,60,0
44,2,9,2,0,1,1,40,0
25,2,9,2,0,1,1,20,0
32,2,4,2,0,1,1,40,0
36,2,10,6,1,1,0,20,1
27,2,14,7,0,1,0,30,0
40,2,16,6,1,1,0,60,1
43,2,10,0,0,1,0,40,1
25,2,13,0,0,1,0,40,0
41,2,9,11,1,1,0,50,0
30,2,13,6,1,1,0,45,1
26,2,13,5,0,1,0,45,1
52,2,7,8,1,4,0,40,0
32,2,13,6,0,1,1,45,0
33,2,9,7,1,1,0,40,0
35,2,9,1,1,1,0,55,0
48,2,9,2,0,1,1,44,0
62,0,4,4,1,1,0,5,0
40,0,12,6,1,0,1,2,0
41, ?,10, ?,0,1,1,20,0
28,2,3,2,0,1,1,40,0
23,2,10,2,0,1,1,30,0
50,1,13,5,1,1,0,40,1
51,1,10,9,0,1,1,35,0
63,0,10,2,1,1,0,48,0
63,1,9,5,0,1,1,40,0
40,2,9,4,0,1,0,60,1
20, ?,7, ?,0,1,1,40,0
61, ?,10, ?,1,1,0,30,1
40,2,9,10,0,1,0,40,0
41,2,13,6,1,1,1,15,1
41,2,13,7,0,0,0,40,0
27, ?,13, ?,1,1,1,24,1
20,1,10,6,1,1,1,15,0
28,2,13,9,1,1,0,40,1
35,2,9,1,1,1,0,40,0
31,2,13,5,1,1,0,40,0
34,2,13,4,1,1,0,50,1
57,2,14,5,1,1,0,50,1
28,2,9,8,0,1,1,40,0
38,2,10,0,1,1,0,40,1
37,2,11,2,0,1,0,40,0
43,1,10,9,0,0,1,40,0
26,0,9,5,1,1,0,40,0
26,2,10,11,1,0,0,65,0
27,2,11,11,1,1,0,50,0
33,2,13,6,1,1,0,45,0
45,2,13,6,0,1,1,40,0
65,2,13,2,1,1,0,20,0
57,0,10,4,1,1,0,45,1
59,2,9,2,0,1,1,38,0
18,2,10,2,1,1,0,26,0
44,1,8,7,1,1,0,40,0
37,2,10,1,0,1,0,40,0
27,2,9,2,1,1,0,40,0
43,1,13,6,1,1,1,45,1
59,0,15,6,1,1,0,40,1
19,2,9,10,0,1,0,40,0
36,1,9,5,0,0,0,90,0
68,0,10,4,1,1,0,40,1
63,2,7,4,0,1,1,30,0
37,2,10,5,1,1,0,57,0
46,1,14,6,0,1,1,60,0
31,2,12,9,0,1,1,35,0
23,2,9,2,1,1,0,40,0
22,2,10,4,0,1,0,30,0
49,2,9,4,1,1,0,44,0
36,2,9,9,0,0,1,40,0
38,2,10,5,0,1,0,50,0
46,1,14,5,1,1,0,45,1
24,2,12,9,1,1,1,40,0
26,2,13,9,1,0,1,40,0
47,2,4,8,1,4,1,40,0
40,2,10,7,1,1,0,40,1
31,1,14,6,0,1,1,50,0
42,2,3,10,0,1,0,35,0
48,0,11,1,1,1,0,70,1
56,2,10,0,0,0,1,38,0
50,2,9,0,1,1,0,40,1
17,2,6,7,1,1,0,20,0
21,2,9,2,1,0,0,25,0
50,2,9,9,0,1,1,40,0
49,2,9,4,0,1,1,32,0
34,2,9,4,1,1,1,15,0
32,0,9,4,1,1,0,60,1
28,2,10,9,1,1,0,40,1
62,0,13,5,1,1,0,50,1
23,2,13,6,0,1,0,15,0
24,1,14,6,0,0,1,40,0
31,2,11,6,1,1,1,40,0
36,2,9,11,1,1,0,40,0
58,2,12,12,1,1,1,35,0
46, ?,3, ?,1,1,1,40,0
39,2,14,6,1,1,0,40,1
48, ?,9, ?,1,1,1,18,0
21,2,9,1,0,1,0,42,0
39,2,9,7,1,1,0,40,0
21,2,10,4,1,1,1,35,0
33,2,11,6,1,1,0,40,1
37,2,9,1,1,1,0,50,1
29,1,9,2,0,1,1,40,0
30, ?,13, ?,1,4,1,40,1
43,2,9,8,1,1,1,40,0
22,2,9,1,1,1,0,40,0
25,2,14,6,1,1,1,40,1
69,1,10,2,1,1,0,40,0
17,2,7,2,1,1,1,25,0
18, ?,7, ?,1,1,0,12,0
54,2,9,7,0,1,1,40,0
65, ?,9, ?,1,1,0,45,0
28,2,8,8,1,4,0,40,0
27,1,11,0,1,1,1,38,0
35,2,12,1,0,1,0,45,1
38,2,11,0,1,1,1,40,1
33,1,9,0,1,1,0,40,0
26,2,9,1,1,1,0,40,0
56,0,10,4,1,1,1,60,1
38,2,13,6,1,3,0,70,1
51,0,10,6,1,1,1,60,0
26,2,10,12,0,1,1,50,0
33,2,13,5,1,1,0,55,1
44,2,4,7,1,1,0,50,0
36,2,5,4,0,1,1,40,0
42,2,10,1,0,1,0,40,0
44,2,12,6,1,1,0,40,0
44,2,13,11,1,1,0,55,1
21,2,10,4,1,1,1,20,0
41,2,10,4,1,1,0,50,1
41,2,16,5,1,1,0,50,1
62,2,11,6,1,1,0,50,1
27,2,7,1,0,1,0,45,0
38,2,13,6,1,1,0,40,1
60,2,10,11,0,3,1,30,0
24,2,8,8,0,1,0,40,0
24, ?,9, ?,1,1,0,40,0
22,2,9,7,1,1,0,40,0
32, ?,10, ?,0,1,1,40,0
22,2,2,8,0,1,0,24,0
51,2,13,6,1,1,0,40,0
31,2,14,5,1,1,0,48,1
42,1,15,5,1,1,0,55,1
48, ?,12, ?,0,1,1,40,1
49,2,9,8,1,1,0,43,1
37,1,13,0,1,1,1,42,0
37,0,15,6,1,1,0,45,1
66,2,13,2,1,1,0,40,1
18, ?,9, ?,1,1,1,24,0
46,2,11,8,0,0,1,40,0
52,2,9,1,1,1,0,40,1
23,2,9,1,0,1,0,40,0
67,2,9,5,0,1,0,38,1
19,2,10,4,1,1,1,25,0
37,2,13,6,0,1,1,45,0
42,0,9,5,1,1,0,60,1
39,0,10,2,1,0,0,40,0
54,2,9,4,1,1,0,40,1
46,2,9,8,1,1,0,40,0
47, ?,9, ?,0,0,1,32,0
33,2,9,2,0,0,1,40,0
69,0,10,10,0,1,1,14,0
21,2,10,7,1,1,0,40,0
27,2,9,7,1,0,0,48,0
39,2,9,5,1,1,0,40,1
23,2,10,9,0,0,0,40,0
26,2,11,6,0,1,1,36,0
42,2,16,6,0,3,1,40,0
36,2,9,1,0,1,0,40,0
24,2,9,11,0,1,0,40,0
35,2,5,2,1,1,0,40,0
42,2,9,7,0,0,1,40,0
37,2,11,1,1,1,0,44,1
41,2,16,6,1,1,0,50,1
27,2,11,8,0,0,1,40,0
42,0,15,6,1,1,0,50,1
44, ?,13, ?,1,1,1,16,1
18,2,9,9,1,1,1,16,0
41,2,13,0,1,1,0,40,1
31,2,9,7,1,1,0,40,0
26,2,10,1,1,1,0,40,0
67,2,2,8,0,1,1,34,0
37,2,10,5,1,1,0,60,1
51,2,9,1,1,1,0,40,0
26,2,10,1,1,3,0,40,0
40,2,12,6,1,1,0,40,1
25,2,9,7,0,1,0,40,0
38,2,11,8,1,1,0,40,1
43,2,9,11,0,1,0,40,0
23,2,10,10,1,1,1,40,0
44,2,13,5,1,1,0,50,1
60,1,14,6,0,1,1,25,0
38,1,14,6,0,1,1,55,0
21,1,10,6,0,1,0,20,0
18,2,10,9,1,1,1,25,0
49,2,13,5,0,0,1,60,1
43,2,3,12,0,1,1,40,0
26, ?,7, ?,0,1,1,65,0
36,2,9,11,1,1,0,25,1
31,2,9,11,1,1,1,35,1
38,2,9,8,1,1,1,40,0
43,0,10,10,1,1,0,84,0
58,2,9,2,0,1,1,35,0
55,2,9,9,0,1,1,29,0
39,2,12,5,0,0,1,35,0
38,2,13,6,0,1,1,35,0
54,0,9,1,0,1,0,35,0
57,0,15,6,1,1,0,40,0
35,1,12,13,1,1,0,52,0
44,0,15,6,1,2,0,60,1
36,2,9,1,1,1,0,40,0
58,2,9,1,1,1,0,40,0
39,2,10,2,1,0,1,40,0
25,2,15,6,0,1,1,8,0
54,1,13,5,1,1,0,40,0
23,2,13,0,0,1,1,40,0
37,2,10,4,0,1,0,60,0
60,1,12,2,1,0,0,40,0
66,1,4,2,0,1,1,20,0
36,2,12,8,1,0,0,50,0
29,0,9,11,1,2,0,50,1
29,2,13,9,1,2,1,40,0
25,2,13,6,0,1,1,44,0
62, ?,9, ?,0,1,1,25,0
23,2,10,9,1,1,0,40,0
38,2,9,2,1,0,0,40,0
33,2,10,7,1,1,0,50,1
49,0,10,10,1,1,0,60,0
57,0,9,5,1,1,0,60,1
57,1,13,5,1,1,0,45,0
46,2,10,8,0,1,1,45,0
37,0,14,5,1,1,0,70,1
43,0,13,4,1,1,0,45,1
26,2,9,2,0,1,1,35,0
40,2,11,6,1,1,1,40,0
39,0,9,1,1,3,0,40,0
39,2,12,2,0,0,1,40,0
31,2,10,9,1,1,0,40,0
31,2,13,8,1,4,0,36,0
27,2,13,9,0,0,1,40,0
36,0,13,5,1,1,0,50,0
40,1,13,0,0,1,1,40,1
57,2,9,2,1,1,0,40,0
24,2,9,2,0,1,1,35,0
30,2,10,4,0,1,0,45,0
28,2,8,11,0,1,0,50,0
22,2,13,5,0,1,0,40,0
31,2,4,7,1,1,0,50,0
33,2,9,4,1,1,0,44,1
20,2,10,7,1,1,0,15,0
25,2,8,10,1,4,0,60,0
49,1,10,10,1,1,0,40,0
21,2,9,2,1,1,1,35,0
45,2,13,5,1,1,0,45,1
36,1,9,5,1,1,0,45,1
41,2,3,12,0,1,1,32,0
23,2,13,4,0,1,0,12,0
47,2,13,5,1,1,0,50,1
41,2,9,5,0,1,0,50,0
30,2,9,7,0,1,1,40,0
29,1,10,10,0,1,0,40,0
31,2,4,8,0,1,1,40,0
64, ?,5, ?,1,1,0,50,0
55,2,5,8,1,2,0,40,0
19,2,9,2,0,1,0,35,0
31,1,8,0,1,1,1,40,1
18,1,7,2,1,1,0,8,0
68,2,9,4,0,1,1,24,0
50, ?,10, ?,1,1,0,40,0
36,1,10,5,0,0,1,48,0
44,2,15,6,1,1,0,50,1
58,0,9,9,1,1,1,20,1
20,2,9,4,1,0,1,20,0
18,2,6,7,1,1,0,40,0
32,2,9,7,1,1,1,30,0
49,0,9,2,0,1,1,40,0
34,2,9,8,1,1,0,40,0
22,2,9,9,0,1,1,40,0
